word,answer,cosine_similarity
telefoon,bellen,0.836
telefoon,telefoon,1.0
eend,eend,1.0
ik,ik,1.0
ei,koken,0.668
ei,kipfilet,0.723
ei,bakken,0.687
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
dik,reus,0.668
dik,dik,1.0
vangen,knijpen,0.676
vangen,vangen,1.0
horen,luisteren,0.813
horen,horen,1.0
weten,idee,0.646
weten,denken,0.816
weten,bedenken,0.757
sneeuw,sneeuw,1.0
glimlach,glimlach,1.0
zoemen,bij,0.582
zoemen,horen,0.626
zoemen,vlieg,0.592
misschien,twijfelen,0.642
misschien,overwegen,0.666
misschien,onzeker,0.562
sterk,sterk,1.0
zoet,lekker,0.807
zoet,proeven,0.585
zoet,eten,0.646
lachen,lachen,1.0
zuigen,baby,0.561
zuigen,zuigen,1.0
water,drinken,0.692
water,vis,0.706
water,water,1.0
juichen,blij,0.74
juichen,juichen,1.0
klok,tijd,0.666
klok,klok,1.0
vogel,vogel,1.0
walgen,vlies,0.517
walgen,walgelijk,0.785
walgen,afgunst,0.663
hond,hond,1.0
luidruchtig,lawaai,0.836
luidruchtig,overlast,0.663
luidruchtig,geluid,0.716
klein,klein,1.0
piepen,muis,0.579
piepen,piepen,1.0
zwemmen,zwemmen,1.0
zwaaien,zwaaien,1.0
vliegtuig,vliegtuig,1.0
goed,goed,1.0
hoorn,hoorns,0.897
hoorn,hoorn,1.0
stil,stil,1.0
ademen,ademen,1.0
kauwen,kauwen,1.0
grommen,boos,0.653
grommen,zeuren,0.818
grommen,grommen,1.0
jagen,jagen,1.0
bal,stuiteren,0.693
bal,springen,0.563
bal,vallen,0.517
zingen,zingen,1.0
kind,huilen,0.557
vuur,pijn,0.545
vuur,verbranden,0.8
vuur,vuur,1.0
man,kerstman,0.608
man,lachen,0.548
man,man,1.0
oud,baby,0.533
oud,vallen,0.51
oud,ziek,0.568
regen,fluisteren,0.543
regen,herfst,0.621
regen,water,0.668
bang,schreeuwen,0.614
bang,schrikken,0.874
bang,nachtmerrie,0.637
eten,lekker,0.697
eten,eten,1.0
fiets,bel,0.529
fiets,laat,0.493
fiets,haaste,0.517
geheim,stil,0.633
geheim,bibliotheek,0.563
geheim,stil zijn,
boos,geïrriteerd,0.889
boos,boos,1.0
ziek,ziek,1.0
langzaam,snijden,0.509
langzaam,langzaam,1.0
bijten,verbranden,0.584
bijten,bijten,1.0
verbranden,verbranden,1.0
vallen,pijn,0.518
vallen,vallen,1.0
wind,wind,1.0
haasten,rennen,0.678
leeg,inschenken van drinken,
koud,koud,1.0
ver,wijzen,0.579
vuur,bal,0.54
sterk,sterk,1.0
ademen,ademen,1.0
eten,eten,1.0
grommen,boos,0.653
comfortabel,rust,0.688
knippen,knippen,1.0
zoemen,auto,0.561
ei,blaadje,0.531
man,man,1.0
geur,ruiken,0.933
verbranden,heet,0.706
weten,idee,0.646
slapen,slapen,1.0
bloem,ruiken,0.565
snijden,snijden,1.0
bitter,hoesten,0.568
kat,kat,1.0
hoog,groot,0.724
langzaam,zoemen,0.591
zuur,snijden,0.515
vliegen,vliegen,1.0
horen,begrijpen,0.723
dansen,dansen,1.0
auto,rijden,0.742
goed,goed,1.0
klein,klein,1.0
zoet,lekker,0.807
vangen,vangen,1.0
huilen,huilen,1.0
jagen,schieten,0.735
springen,winnen,0.553
gek,lachen,0.639
olifant,achtbaan,0.558
ik,eten,0.557
boos,kwaad,0.904
hond,hond,1.0
snel,zoemen,0.6
staart,muis,0.559
blazen,blazen,1.0
lachen,lachen,1.0
koken,bubbelen,
rijk,geld,0.585
groot,berg,0.583
oud,deur,0.52
stil,stilte,0.896
dik,vis,0.535
drinken,likken,0.597
vechten,vechten,1.0
rennen,vermoeid,0.534
sneeuw,sneeuw,1.0
klok,tijd,0.666
klok,klok,1.0
vis,vis,1.0
berg,golf,0.542
berg,toren,0.614
berg,vuurtoren,0.576
verdrietig,huilen,0.695
verdrietig,tranen,0.802
verdrietig,verdriet,0.805
onweer,vangen,0.513
onweer,onweer,1.0
bijten,bijten,1.0
kauwen,kauwen,1.0
geven,geven,1.0
geheim,stilte,0.705
geheim,toets,0.538
geheim,stil,0.633
glimlach,lach,0.965
glimlach,lachen,0.858
glimlach,tevreden,0.655
heet,heet,1.0
luidruchtig,hard,0.767
luidruchtig,geluid,0.716
luidruchtig,trommelvlies,0.577
niet,fout,0.629
niet,verkeerd,0.633
niet,slecht,0.629
bang,bang,1.0
piepen,prikkel,0.568
piepen,piep,0.93
slaan,slaan,1.0
gooien,gooien,1.0
bal,wip,0.548
bal,gooien,0.656
bal,gelukt,0.529
eend,eend,1.0
hoorn,spannend,0.519
hoorn,bijna,0.488
hoorn,wedstrijd,0.491
ziek,zuchten,0.549
ziek,kreunen,0.519
ziek,klagen,0.56
slang,stil,0.491
slang,slang,1.0
kruipen,grommen,0.627
kruipen,sputteren,0.623
kruipen,poepen,0.598
ruiken,ruiken,1.0
kotsen,overgeve,0.887
wind,blazen,0.732
wind,uitblazen,0.655
wind,rennen,0.578
telefoon,telefoon,1.0
fiets,fiets,1.0
vogel,cavia,0.579
vogel,vogel,1.0
vrouw,ontspannen,0.505
vrouw,rust,0.506
vrouw,wakker,0.505
vlieg,bij,0.575
vlieg,vlieg,1.0
zwaar,uitgeput,0.591
zwaar,poepen,0.527
zwaar,drukken,0.569
zout,lekker,0.589
zout,zoet,0.665
zout,ijs,0.602
scherp,kind,0.52
scherp,lachen,0.561
scherp,heks,0.5
vallen,opgelucht,0.521
vallen,hoog,0.586
vallen,speeltuin,0.531
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
zwaaien,begroeten,0.622
zwaaien,zwaaien,1.0
dood,onthoofden,0.68
dood,snijden,0.546
dood,dood,1.0
walgen,overgeven,0.676
walgen,vies,0.677
walgen,afkeer,0.841
blij,meisje,0.554
blij,vrolijk,0.882
misschien,twijfelen,0.642
misschien,nadenken,0.712
misschien,denken,0.784
zwemmen,zwemmen,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
water,drinken,0.692
water,regen,0.668
water,douchen,0.647
zingen,zingen,1.0
juichen,aanmoedigen,0.641
juichen,publiek,0.576
juichen,winnen,0.608
kind,baby,0.881
bliksem,verven,0.537
bliksem,vuurwerk,0.639
bliksem,schieten,0.62
regen,lekken,0.587
regen,regen,1.0
likken,likken,1.0
staan,zelfverzekerd,0.584
staan,gewoon,0.602
staan,staan,1.0
zuigen,zuigen,1.0
fluisteren,fluisteren,1.0
gek,plagen,0.575
koken,koken,1.0
hond,hond,1.0
vis,zwemmen,0.717
blij,blij,1.0
zwaar,zwaar,1.0
dik,vol,0.692
slaan,slaan,1.0
staan,ongemakkelijk,0.543
olifant,olifant,1.0
dansen,dansen,1.0
vrouw,meisje,0.807
misschien,onbegrijpelijk,0.544
klein,klein,1.0
huilen,huilen,1.0
eten,eten,1.0
lachen,lachen,1.0
gooien,gooien,1.0
comfortabel,tevreden,0.689
haasten,haast,0.773
groot,groot,1.0
vuur,spin,0.483
vlieg,vlinder,0.707
bang,bang,1.0
horen,muziek,0.589
zuigen,blazen,0.697
water,regenwoud,0.585
bloem,bloem,1.0
auto,auto,1.0
kat,kat,1.0
kind,baby,0.881
heet,warm,0.856
berg,dak,0.585
slang,vis,0.606
zuur,vies,0.623
weten,idee,0.646
leeg,twijfelen,0.534
rijk,wijs,0.58
zoemen,bij,0.582
walgen,overgeven,0.676
ei,twijfelen,0.494
oud,moeilijk,0.527
langzaam,vallen,0.617
rennen,boksen,0.548
ruiken,ruiken,1.0
snijden,snijden,1.0
knippen,klok,0.544
dood,huilen,0.555
man,rijk,0.498
regen,typen,0.493
bijten,kauwen,0.856
blazen,wind,0.732
vallen,pijn,0.518
likken,slurpen,0.709
fiets,scooter,0.9
fiets,fietsen,0.975
fiets,paardrijden,0.712
juichen,juichen,1.0
koud,koud,1.0
niet,weigeren,0.62
niet,verbieden,0.63
niet,lerares,0.519
scherp,schrikdraad,0.535
scherp,dezelfde,0.546
scherp,scherp,1.0
geven,geven,1.0
jagen,boogschieten,0.632
jagen,soldaat,0.537
jagen,jagen,1.0
springen,springen,1.0
lopen,marcheren,0.78
lopen,wandelen,0.875
lopen,lopen,1.0
sneeuw,ijs,0.768
sneeuw,sneeuw,1.0
glimlach,blij,0.687
glimlach,lach,0.965
glimlach,vrolijk,0.706
ik,ik,1.0
hoog,lang,0.672
hoog,hoogte,0.786
hoog,cirkel,0.489
bliksem,glijbaan,0.536
bliksem,vuurwerk,0.639
bliksem,vliegtuigcrash,
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
ziek,ziek,1.0
vliegen,vliegen,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
zingen,zingen,1.0
vliegtuig,vliegen,0.872
vliegtuig,instappen,0.581
vliegtuig,opstijgen,0.652
goed,tevreden,0.658
goed,goed zo,
goed,goed,1.0
geur,parfum,0.961
geur,ruiken,0.933
geur,geur,1.0
staart,staart,1.0
kruipen,kruipen,1.0
drinken,drinken,1.0
grommen,vals,0.52
grommen,grommen,1.0
zwemmen,zwemmen,1.0
klok,klok,1.0
zwaaien,zwaaien,1.0
boos,boos,1.0
ver,kijken,0.584
ver,observeren,0.529
ver,spotten,0.523
hoorn,eenhoorn,0.672
hoorn,hoorn,1.0
piepen,snavel,0.596
piepen,vogelbek,0.618
piepen,tjirpen,0.892
vangen,vangen,1.0
vechten,boksen,0.773
vechten,vechten,1.0
fluisteren,roddelen,0.788
fluisteren,fluisteren,1.0
telefoon,bellen,0.836
telefoon,bel,0.718
telefoon,bellen,0.836
bal,pistool,0.56
bal,ruzie,0.492
bal,bom,0.585
snel,vuurwerk,0.496
snel,kletsen,0.541
snel,vastlopen,0.555
zout,vies,0.586
zout,sloot,0.573
zout,proeven,0.573
stil,stil,1.0
sterk,juichen,0.532
sterk,bijna,0.597
sterk,gewichtheffen,0.579
onweer,bom,0.564
onweer,kanon,0.571
onweer,vallen,0.554
kauwen,eten,0.748
kauwen,maaltijd,0.639
kauwen,voedsel,0.67
wind,vliegen,0.628
wind,wind,1.0
geheim,stil,0.633
geheim,stoppen,0.518
geheim,sussen,0.521
eend,kwekken,0.608
eend,eend,1.0
vogel,fluiten,0.633
vogel,chippen,
vogel,vogel,1.0
bitter,vies,0.708
bitter,proeven,0.568
bitter,goor,0.675
luidruchtig,schrikken,0.594
luidruchtig,kletsen,0.614
luidruchtig,schreeuwen,0.734
zoet,lekker,0.807
zoet,zoet,1.0
ademen,ademen,1.0
verbranden,verbranden,1.0
slapen,slapen,1.0
rijk,geld,0.585
leeg,huis,0.59
blij,vreugde,0.791
heet,hitte,0.87
scherp,vies,0.646
stil,stilte,0.896
slang,bochten,0.564
verbranden,zon,0.59
springen,springen,1.0
dansen,dansen,1.0
snijden,schrijven,0.554
bliksem,vuurwerk,0.639
oud,oudere,0.803
regen,regen,1.0
huilen,huilen,1.0
eten,eten,1.0
zwemmen,zwemmen,1.0
lopen,fietsen,0.642
knippen,knippen,1.0
gek,vies doen,
boos,boos,1.0
hond,hond,1.0
vuur,berg,0.552
niet,arrogant,0.521
piepen,koplampen,
vangen,vangen,1.0
water,drinken,0.692
haasten,hoepelen,0.566
comfortabel,verzadigd,0.57
vogel,vliegen,0.717
kind,baby,0.881
vis,vis,1.0
zout,spuiten,0.593
bijten,eten,0.698
jagen,schieten,0.735
likken,likken,1.0
auto,auto,1.0
olifant,fiets,0.543
walgen,walging,0.871
man,mooi,0.533
ziek,verdriet,0.567
onweer,bom,0.564
vliegen,blijdschap,0.511
slapen,slapen,1.0
kotsen,ziek,0.685
koken,bij,0.533
bloem,snuiven,0.523
hoorn,schieten,0.516
verdrietig,ruiken,0.522
bang,zingen,0.508
vallen,schieten,0.7
ruiken,ruiken,1.0
fluisteren,fluisteren,1.0
wind,blazen,0.732
sneeuw,mist,0.691
sneeuw,sneeuw,1.0
geheim,geheim,1.0
zoemen,vliegen,0.616
zoemen,rondrijden,0.56
zoemen,fluiten,0.758
hoog,hoog,1.0
klein,zitten,0.578
klein,klein,1.0
zuur,vies,0.623
zuur,bitter,0.791
zuur,pittig,0.696
ademen,ademhalen,0.994
ademen,zuchten,0.743
ademen,ademhaling,0.915
kruipen,kruipen,1.0
grommen,leeuw,0.554
grommen,grommen,1.0
zwaaien,zwaaien,1.0
juichen,feestje,0.562
juichen,verjaardag,0.569
juichen,juichen,1.0
ver,knie,0.527
ver,wijzen,0.579
ver,buitenland,0.603
vlieg,vrijheid,0.535
vlieg,vliegen,0.942
vlieg,vlieg,1.0
goed,goed,1.0
geven,uitdelen,0.797
geven,geven,1.0
horen,horen,1.0
staan,lang,0.608
staan,staan,1.0
zuigen,inhaleren,0.863
zuigen,zuigen,1.0
glimlach,blij,0.687
glimlach,lachen,0.858
glimlach,lach,0.965
bal,bal,1.0
bitter,zuur,0.791
bitter,tongzuur,
bitter,bitter,1.0
kat,kat,1.0
koud,rillingen,0.63
koud,koud,1.0
berg,berg,1.0
langzaam,strompelen,0.618
langzaam,langzaam,1.0
sterk,sterk,1.0
drinken,drinken,1.0
eend,kikker,0.7
eend,eend,1.0
vliegtuig,vliegen,0.872
vliegtuig,zweven,0.716
vliegtuig,vliegtuig,1.0
dood,stikken,0.599
dood,doorslikken,0.522
dood,doodgaan,0.843
snel,snel,1.0
blazen,blazen,1.0
kauwen,smakken,0.65
kauwen,kauwen,1.0
slaan,slaan,1.0
weten,idee,0.646
weten,nadenken,0.713
weten,ingeving,0.5
gooien,gooien,1.0
fiets,berichtje,0.512
fiets,denken,0.498
fiets,,
zingen,zingen,1.0
ik,luisteren,0.574
ik,vragen,0.646
ik,aarzelen,0.626
groot,beest,0.567
groot,verbaasd,0.556
groot,mooi,0.687
ei,kip,0.77
ei,kikker,0.618
ei,ei,1.0
misschien,goed,0.575
misschien,indrukwekkend,0.488
misschien,mooi,0.522
zoet,eten,0.646
zoet,lekker,0.807
zoet,proeven,0.585
staart,dansen,0.553
staart,aap,0.631
staart,kind,0.554
vechten,schieten,0.603
vechten,slaan,0.654
vechten,oorlog,0.759
telefoon,fietsen,0.505
telefoon,bellen,0.836
telefoon,rinkelen,0.639
klok,snijden,0.507
klok,tikken,0.64
klok,klok,1.0
vrouw,toonhoogte,0.533
vrouw,zeuren,0.53
vrouw,babbelen,0.487
zwaar,zuchten,0.602
zwaar,puffen,0.59
zwaar,opluchting,0.555
luidruchtig,zingen,0.604
luidruchtig,roddelen,0.614
luidruchtig,heks,0.493
geur,ruiken,0.933
geur,proeven,0.612
geur,apart,0.505
dik,medelijden,0.492
dik,rennen,0.541
dik,hijgen,0.544
lachen,heks,0.498
lachen,lachen,1.0
rennen,hijgen,0.617
rennen,puffen,0.611
rennen,hardlopen,0.962
dansen,dansen,1.0
comfortabel,relaxen,0.71
vlieg,vliegen,0.942
hoorn,eenhoorn,0.672
oud,oud,1.0
verdrietig,verdrietig,1.0
bijten,bijten,1.0
vangen,vangen,1.0
zuigen,zuigen,1.0
snijden,snijden,1.0
rijk,geld,0.585
walgen,walging,0.871
hoog,hoog,1.0
niet,nee,0.873
geur,geur,1.0
huilen,huilen,1.0
jagen,schieten,0.735
fluisteren,fluisteren,1.0
knippen,knippen,1.0
haasten,haasten,1.0
zuur,zuur,1.0
staart,staart,1.0
dik,dik,1.0
verbranden,verbranden,1.0
horen,luisteren,0.813
springen,stuiteren,0.781
kotsen,overgeven,0.887
auto,auto,1.0
bloem,bloemen,0.861
ik,ik,1.0
ver,verderop,0.753
vrouw,uiterlijk,0.56
slang,slang,1.0
zoet,chocola,0.779
staan,staan,1.0
water,kraan,0.708
gek,schrikken,0.59
leeg,leeg,1.0
kind,vieren,0.525
hond,blaffen,0.771
misschien,verward,0.547
berg,stampen,0.537
stil,stil,1.0
langzaam,rust,0.615
grommen,eng,0.552
koken,eten,0.742
olifant,trompetteren,
bitter,niet lekker,
kat,poes,0.9
dood,neuriën,0.519
man,chagrijnig,0.557
klein,piepen,0.585
likken,zuigen,0.739
ruiken,snikken,0.575
zingen,zingen,1.0
klok,klok,1.0
goed,goed,1.0
bang,bang,1.0
sterk,sterk,1.0
kruipen,kruipen,1.0
drinken,drinken,1.0
gooien,gooien,1.0
wind,wind,1.0
zwaaien,zwaaien,1.0
eend,eend,1.0
scherp,prikken,0.621
scherp,wond,0.556
scherp,bloed,0.553
ziek,ziek,1.0
onweer,onweer,1.0
eten,eten,1.0
vliegen,vliegen,1.0
slapen,slapen,1.0
zwemmen,zwemmen,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
glimlach,glimlach,1.0
koud,koud,1.0
vuur,vuur,1.0
zwaar,zwaar,1.0
geven,uitdelen,0.797
geven,geven,1.0
slaan,slaan,1.0
rennen,rennen,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
vliegtuig,vliegtuig,1.0
juichen,juichen,1.0
vis,vis,1.0
heet,warm,0.856
heet,heet,1.0
zout,zee,0.684
zout,zeedier,0.606
zout,zeezout,0.919
piepen,muis,0.579
piepen,geluid,0.743
piepen,oven,0.536
vallen,vallen,1.0
vechten,vechten,1.0
weten,leren,0.736
weten,denken,0.816
weten,opzoeken,0.647
bal,voetballen,0.799
bal,bal,1.0
sneeuw,koud,0.736
sneeuw,klappertanden,0.582
sneeuw,sneeuw,1.0
boos,boos,1.0
vogel,vogel,1.0
zoemen,bij,0.582
zoemen,zoomen,0.591
ei,ei,1.0
ademen,hijgen,0.797
ademen,ademen,1.0
kauwen,eten,0.748
kauwen,smakken,0.65
kauwen,bijten,0.856
lachen,lachen,1.0
telefoon,bellen,0.836
telefoon,aanbellen,0.731
telefoon,bel,0.718
geheim,geheim,1.0
groot,chagrijnig,0.516
groot,groot,1.0
snel,snel,1.0
blij,juichen,0.74
blij,blij,1.0
bliksem,schoten,0.588
bliksem,oorlog,0.518
bliksem,bliksem,1.0
luidruchtig,schreeuwen,0.734
luidruchtig,luid,0.889
luidruchtig,schurk,0.512
regen,kraken,0.493
regen,teleurgesteld,0.521
regen,plas,0.632
blazen,wind,0.732
blazen,blazen,1.0
rijk,geld,0.585
comfortabel,zucht,0.525
boos,pijn,0.644
dood,vallen,0.596
ei,ei,1.0
hoorn,auto,0.6
scherp,snijden,0.623
ziek,kotsen,0.685
piepen,wekker,0.65
olifant,zwaar,0.548
leeg,zacht,0.603
ik,melodie,0.54
hond,hond,1.0
vlieg,bij,0.575
luidruchtig,luidruchtig,1.0
man,gezeur,0.557
verdrietig,huilen,0.695
zoet,lekker,0.807
koken,koken,1.0
auto,autorijden,0.913
kat,kat,1.0
zwaar,tillen,0.562
hoog,hoog,1.0
heet,verbranden,0.706
misschien,onwetendheid,0.532
dik,dik,1.0
lopen,wandelen,0.875
knippen,knippen,1.0
dansen,dansen,1.0
zout,kruiden,0.729
stil,stil,1.0
vechten,gevecht,0.953
geven,geven,1.0
slaan,stoot,0.834
weten,slim,0.606
water,kraan,0.708
haasten,stelen,0.566
snijden,snijden,1.0
vis,vis,1.0
klein,krukje,0.544
slang,dansen,0.531
zuur,zuur,1.0
staart,poepen,0.553
springen,springen,1.0
slapen,slapen,1.0
bloem,bloem,1.0
gek,frustratie,0.512
zoemen,snor,0.589
berg,klimmen,0.704
blazen,uitblazen,0.857
verbranden,verbranden,1.0
jagen,jagen,1.0
rennen,sprinten,0.9
ruiken,ruiken,1.0
geheim,stil,0.633
geheim,fluisteren,0.645
geheim,slim,0.549
telefoon,bellen,0.836
telefoon,ophangen,0.566
telefoon,luisteren,0.622
kind,kinderen,0.938
kind,kind,1.0
goed,goed,1.0
blij,vrolijk,0.882
blij,blij,1.0
oud,oud,1.0
kruipen,baby,0.523
kruipen,kruipen,1.0
eten,eten,1.0
zuigen,zuigen,1.0
bal,bal,1.0
zingen,zingen,1.0
ver,ver weg,
ver,ver,1.0
niet,verboden,0.683
niet,regels,0.566
niet,nee,0.873
onweer,onweer,1.0
huilen,tranen,0.765
huilen,huilen,1.0
vallen,vallen,1.0
gooien,gooien,1.0
fluisteren,stil,0.715
fluisteren,fluisteren,1.0
fiets,bel,0.529
fiets,fietsen,0.975
fiets,fiets,1.0
klok,klok,1.0
vrouw,muziek,0.527
vrouw,neuriën,0.489
vrouw,vrouw,1.0
bliksem,brommer,0.571
bliksem,vlieg,0.607
bliksem,garage,0.51
bang,adem,0.535
bang,rem,0.504
bang,ezel,0.5
langzaam,lekker,0.539
langzaam,snappen,0.554
langzaam,slapen,0.547
sterk,zucht,0.533
sterk,scheet,0.52
sterk,bloem,0.525
vangen,blad,0.523
vangen,vuurwerk,0.489
vangen,vuurpijl,0.504
likken,drinken,0.597
likken,slurpen,0.709
likken,likken,1.0
sneeuw,afremmen,0.553
sneeuw,druppen,0.615
sneeuw,motor,0.557
juichen,enthousiast,0.703
juichen,juichen,1.0
vogel,vogel,1.0
regen,ritme,0.534
regen,regen,1.0
ademen,hijgen,0.797
ademen,zuchten,0.743
ademen,uitademen,0.969
kauwen,eten,0.748
kauwen,smakken,0.65
kauwen,kauwen,1.0
drinken,drinken,1.0
lachen,lachen,1.0
wind,wind,1.0
zwaaien,zwaaien,1.0
vliegtuig,vliegen,0.872
vliegtuig,zweven,0.716
vliegtuig,skispringen,
walgen,vies,0.677
walgen,walgen,1.0
snel,rennen,0.688
snel,race,0.578
snel,tijdstip,0.618
vuur,open haard,
vuur,kachel,0.74
vuur,vuur,1.0
grommen,tijger,0.569
grommen,oor,0.569
grommen,leeuw,0.554
horen,horen,1.0
zwemmen,zwemmen,1.0
kotsen,kotsen,1.0
glimlach,lachen,0.858
glimlach,glimlachen,0.992
glimlach,mondhoek,
eend,eend,1.0
groot,man,0.542
groot,groot,1.0
bitter,vies,0.708
bitter,zuur,0.791
bitter,bitter,1.0
koud,koud,1.0
geur,ruiken,0.933
geur,geur,1.0
bijten,kauwen,0.856
bijten,kaak,0.674
bijten,bijten,1.0
vliegen,vliegen,1.0
staan,lang,0.608
staan,wakker,0.581
staan,staan,1.0
gek,blij,0.621
rijk,rijk,1.0
zoemen,vogel,0.576
vuur,goochelaar,0.544
slang,vis,0.606
ademen,ademen,1.0
kruipen,kruipen,1.0
geven,geven,1.0
springen,springen,1.0
comfortabel,relaxen,0.71
dansen,dansen,1.0
kat,kat,1.0
walgen,overgeven,0.676
zwaar,vallen,0.569
hoog,meten,0.606
zuur,zuur,1.0
zuigen,blokfluit,0.53
lopen,lopen,1.0
snijden,snijden,1.0
koken,afwassen,0.75
blij,blij,1.0
luidruchtig,mars,0.504
zout,slijpen,0.562
ziek,heet,0.568
klein,dansen,0.495
drinken,drinken,1.0
rennen,joggen,0.764
bloem,bloem,1.0
knippen,knippen,1.0
vogel,vliegen,0.717
bitter,vies,0.708
koud,koud,1.0
dood,sterven,0.849
regen,waterval,0.647
langzaam,langzaam,1.0
kauwen,kauwen,1.0
auto,auto,1.0
olifant,trompet,0.564
vrouw,sirene,0.543
vlieg,bij,0.575
misschien,nadenken,0.712
bang,zingen,0.508
staart,rits,0.59
horen,ja,0.656
fluisteren,fluisteren,1.0
haasten,hijgen,0.582
leeg,pingpong,0.533
ik,twijfelen,0.638
groot,blazen,0.569
snel,likken,0.532
niet,bedenken,0.557
stil,snuiven,0.532
zoet,koe,0.587
water,drinken,0.692
sneeuw,kleien,0.588
sneeuw,sneeuwbal,0.836
sneeuw,sneeuw,1.0
zingen,zingen,1.0
kind,dansen,0.54
kind,kind,1.0
man,bodybuilder,0.622
man,superheld,0.574
man,macho,0.63
bijten,hamburger,0.579
bijten,bijten,1.0
vangen,vangen,1.0
huilen,huilen,1.0
vechten,vechten,1.0
grommen,tijger,0.569
grommen,leeuw,0.554
grommen,slang,0.526
zwaaien,zwaaien,1.0
juichen,juichen,1.0
boos,boos,1.0
hoorn,hoorn,1.0
berg,dak,0.585
berg,top,0.758
berg,berg,1.0
oud,oud,1.0
vallen,vallen,1.0
slaan,slaan,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
bal,bas,0.532
bal,varken,0.523
bal,trommel,0.6
geheim,fluisteren,0.645
geheim,roddelen,0.606
geheim,wind,0.48
hond,hond,1.0
ver,opera,0.506
ver,hoera,0.51
ver,wolf,0.499
bliksem,spook,0.553
bliksem,bom,0.59
bliksem,explosie,0.636
geur,sniffen,
geur,snikken,0.524
geur,ruiken,0.933
scherp,pijn,0.594
scherp,wond,0.556
scherp,slaan,0.571
blazen,blazen,1.0
likken,smakken,0.696
likken,drinken,0.597
likken,zuigen,0.739
fiets,bel,0.529
fiets,bellen,0.518
fiets,ringen,0.539
telefoon,alarm,0.632
telefoon,zoem,0.548
telefoon,telefoon,1.0
ei,kip,0.77
ei,haan,0.688
ei,ei,1.0
dik,kotsen,0.51
dik,kokhalzen,0.514
dik,vies,0.634
verbranden,pijn,0.559
verbranden,verbranden,1.0
jagen,duif,0.574
jagen,vuurwerk,0.546
jagen,pijl,0.618
weten,luisteren,0.646
weten,begrijpen,0.866
weten,praten,0.686
lachen,lachen,1.0
ruiken,ruiken,1.0
vliegtuig,vliegtuig,1.0
eend,eend,1.0
goed,goed,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
piepen,kuiken,0.6
piepen,baby,0.579
piepen,kitten,0.563
sterk,sterk,1.0
onweer,hulk,0.555
onweer,onweer,1.0
vliegen,vliegen,1.0
staan,eens,0.616
staan,staan,1.0
glimlach,blij,0.687
glimlach,glimlach,1.0
klok,klok,1.0
vis,vis,1.0
heet,warm,0.856
heet,heet,1.0
eten,eten,1.0
slapen,slapen,1.0
zwemmen,zwemmen,1.0
gooien,gooien,1.0
wind,wind,1.0
koken,snijden,0.57
gek,gek,1.0
vis,vis,1.0
vlieg,vliegen,0.942
man,kaal,0.568
oud,bejaard,0.907
verdrietig,huilen,0.695
verbranden,stoppen,0.565
kotsen,overgeven,0.887
haasten,rennen,0.678
leeg,schenken,0.532
boos,staan,0.519
zoemen,neuriën,0.782
kind,huppelen,0.534
vuur,zwemmen,0.517
ziek,kotsen,0.685
staan,verdrietig,0.529
gooien,gooien,1.0
comfortabel,zoemen,0.525
dansen,enthousiasme,0.544
vogel,vogel,1.0
hond,hond,1.0
vrouw,zingen,0.506
hoorn,trompet,0.83
sterk,tijger,0.529
blazen,wind,0.732
vangen,pakken,0.923
snijden,snijden,1.0
bloem,bang,0.502
bitter,ontevreden,0.658
kat,kat,1.0
blij,blij,1.0
zuur,ontevreden,0.606
eten,eten,1.0
weten,begrijpen,0.866
zuigen,drinken,0.628
auto,rijden,0.742
olifant,olifant,1.0
zwaar,moe,0.658
hoog,uitrekken,0.594
heet,warm,0.856
niet,tegenhouden,0.605
dik,dik,1.0
onweer,raken,0.536
zwemmen,vis,0.717
knippen,knippen,1.0
rijk,geld,0.585
groot,springen,0.556
regen,regen,1.0
scherp,snijden,0.623
vliegen,vliegen,1.0
lachen,lachen,1.0
slapen,slapen,1.0
water,water,1.0
zwaaien,zwaaien,1.0
bal,stuiteren,0.693
bal,basketballen,0.799
bal,bal,1.0
ver,vinden,0.587
ver,ver,1.0
luidruchtig,lachen,0.57
luidruchtig,uitzoomen,0.509
luidruchtig,geluid,0.716
zout,zout,1.0
stil,stil,1.0
langzaam,slowmotion,
langzaam,langzaam,1.0
staart,hond,0.615
staart,kwispelen,0.68
staart,hondenstaart,
rennen,rennen,1.0
glimlach,blij,0.687
glimlach,glimlach,1.0
eend,kwakken,0.674
eend,eend,1.0
dood,dood,1.0
ei,bal,0.612
ei,geldmunt,
ei,spruitje,0.611
bang,bang,1.0
piepen,vogel,0.599
piepen,muis,0.579
piepen,piepen,1.0
ademen,ademen,1.0
kauwen,eten,0.748
kauwen,bijten,0.856
kauwen,kauwen,1.0
wind,wind,1.0
fiets,bellen,0.518
fiets,fietsen,0.975
fiets,autorijden,0.721
klok,klok,1.0
koud,koud,1.0
geur,stinken,0.879
